Row ID,country_name,water_source,water_tech,status_id,management,pay,#installer,install_year,#status,#source,#adm1,#adm2,#wpdx_id,#report_date,#country_id,#activity_id,#data_lnk,#orig_lnk,photo_lnk,#converted,#created,#updated,lat_deg,lon_deg,Location,Count,#fecal_coliform_presence,#fecal_coliform_value,#subjective_quality,val1,val2
93,"Tanzania, United Republic of",Other,Gravity Other,unknown,,Not recorded,Unknown,,Status:Not recorded|Quantity:Not recorded|Quality:Not recorded,WA,Dodoma,Dodoma Rural,wpdx-00000093,08/04/2005 12:00:00 AM +0000,TZ,,http://www.dropbox.com/s/50779gal9v4z4y6/TZ%20waterpointmapping%2016_02_10%20v3_raw.xlsx?dl=0,,,"""#water_tech, #country_id, #data_lnk""",10/23/2015 01:03:07 AM +0000,10/23/2015 01:03:07 AM +0000,-6.44675,35.8653,"(-6.44675, 35.8653)",1,,,,,
94,"Tanzania, United Republic of",Other,Gravity Other,unknown,,Not recorded,Unknown,,Status:Not recorded|Quantity:Not recorded|Quality:Not recorded,WA,Dodoma,Dodoma Rural,wpdx-00000094,08/04/2005 12:00:00 AM +0000,TZ,,http://www.dropbox.com/s/50779gal9v4z4y6/TZ%20waterpointmapping%2016_02_10%20v3_raw.xlsx?dl=0,,,"""#water_tech, #country_id, #data_lnk""",10/23/2015 01:03:07 AM +0000,10/23/2015 01:03:07 AM +0000,-6.43244,35.865,"(-6.43244, 35.865)",1,,,,,
95,"Tanzania, United Republic of",Other,Gravity Other,unknown,,Not recorded,Unknown,,Status:Not recorded|Quantity:Not recorded|Quality:Not recorded,WA,Dodoma,Dodoma Rural,wpdx-00000095,08/04/2005 12:00:00 AM +0000,TZ,,http://www.dropbox.com/s/50779gal9v4z4y6/TZ%20waterpointmapping%2016_02_10%20v3_raw.xlsx?dl=0,,,"""#water_tech, #country_id, #data_lnk""",10/23/2015 01:03:07 AM +0000,10/23/2015 01:03:07 AM +0000,-6.43238,35.8646,"(-6.43238, 35.8646)",1,,,,,
96,"Tanzania, United Republic of",Other,Gravity Other,unknown,,Not recorded,Unknown,,Status:Not recorded|Quantity:Not recorded|Quality:Not recorded,WA,Dodoma,Dodoma Rural,wpdx-00000096,08/04/2005 12:00:00 AM +0000,TZ,,http://www.dropbox.com/s/50779gal9v4z4y6/TZ%20waterpointmapping%2016_02_10%20v3_raw.xlsx?dl=0,,,"""#water_tech, #country_id, #data_lnk""",10/23/2015 01:03:07 AM +0000,10/23/2015 01:03:07 AM +0000,-6.42992,35.8577,"(-6.42992, 35.8577)",1,,,,,
97,"Tanzania, United Republic of",Other,Gravity Other,unknown,,Not recorded,Unknown,,Status:Not recorded|Quantity:Not recorded|Quality:Not recorded,WA,Dodoma,Dodoma Rural,wpdx-00000097,08/04/2005 12:00:00 AM +0000,TZ,,http://www.dropbox.com/s/50779gal9v4z4y6/TZ%20waterpointmapping%2016_02_10%20v3_raw.xlsx?dl=0,,,"""#water_tech, #country_id, #data_lnk""",10/23/2015 01:03:07 AM +0000,10/23/2015 01:03:07 AM +0000,-6.42717,35.8693,"(-6.42717, 35.8693)",1,,,,,
98,"Tanzania, United Republic of",Machine-drilled borehole,Mono Communal standpipe,no,,Not recorded,Unknown,,Status:Not functional|Quantity:Not recorded|Quality:Not recorded,WA,Dodoma,Dodoma Rural,wpdx-00000098,08/04/2005 12:00:00 AM +0000,TZ,,http://www.dropbox.com/s/50779gal9v4z4y6/TZ%20waterpointmapping%2016_02_10%20v3_raw.xlsx?dl=0,,,"""#water_tech, #country_id, #data_lnk""",10/23/2015 01:03:07 AM +0000,10/23/2015 01:03:07 AM +0000,-6.42277,35.8674,"(-6.42277, 35.8674)",1,,,,,
99,"Tanzania, United Republic of",Other,Gravity Other,unknown,,Not recorded,Unknown,,Status:Not recorded|Quantity:Not recorded|Quality:Not recorded,WA,Dodoma,Dodoma Rural,wpdx-00000099,08/04/2005 12:00:00 AM +0000,TZ,,http://www.dropbox.com/s/50779gal9v4z4y6/TZ%20waterpointmapping%2016_02_10%20v3_raw.xlsx?dl=0,,,"""#water_tech, #country_id, #data_lnk""",10/23/2015 01:03:07 AM +0000,10/23/2015 01:03:07 AM +0000,-6.42257,35.8707,"(-6.42257, 35.8707)",1,,,,,
100,"Tanzania, United Republic of",Other,Gravity Other,unknown,,Not recorded,Unknown,,Status:Not recorded|Quantity:Not recorded|Quality:Not recorded,WA,Dodoma,Dodoma Rural,wpdx-00000100,08/04/2005 12:00:00 AM +0000,TZ,,http://www.dropbox.com/s/50779gal9v4z4y6/TZ%20waterpointmapping%2016_02_10%20v3_raw.xlsx?dl=0,,,"""#water_tech, #country_id, #data_lnk""",10/23/2015 01:03:07 AM +0000,10/23/2015 01:03:07 AM +0000,-6.41923,35.8658,"(-6.41923, 35.8658)",1,,,,,
101,"Tanzania, United Republic of",Other,Gravity Other,unknown,,Not recorded,Unknown,,Status:Not recorded|Quantity:Not recorded|Quality:Not recorded,WA,Dodoma,Dodoma Rural,wpdx-00000101,08/04/2005 12:00:00 AM +0000,TZ,,http://www.dropbox.com/s/50779gal9v4z4y6/TZ%20waterpointmapping%2016_02_10%20v3_raw.xlsx?dl=0,,,"""#water_tech, #country_id, #data_lnk""",10/23/2015 01:03:07 AM +0000,10/23/2015 01:03:07 AM +0000,-6.41923,35.8732,"(-6.41923, 35.8732)",1,,,,,
102,"Tanzania, United Republic of",Other,Gravity Other,unknown,,Not recorded,Unknown,,Status:Not recorded|Quantity:Not recorded|Quality:Not recorded,WA,Dodoma,Dodoma Rural,wpdx-00000102,08/04/2005 12:00:00 AM +0000,TZ,,http://www.dropbox.com/s/50779gal9v4z4y6/TZ%20waterpointmapping%2016_02_10%20v3_raw.xlsx?dl=0,,,"""#water_tech, #country_id, #data_lnk""",10/23/2015 01:03:07 AM +0000,10/23/2015 01:03:07 AM +0000,-6.41544,35.8689,"(-6.41544, 35.8689)",1,,,,,
103,"Tanzania, United Republic of",Other,Gravity Other,unknown,,Not recorded,Unknown,,Status:Not recorded|Quantity:Not recorded|Quality:Not recorded,WA,Dodoma,Dodoma Rural,wpdx-00000103,08/04/2005 12:00:00 AM +0000,TZ,,http://www.dropbox.com/s/50779gal9v4z4y6/TZ%20waterpointmapping%2016_02_10%20v3_raw.xlsx?dl=0,,,"""#water_tech, #country_id, #data_lnk""",10/23/2015 01:03:07 AM +0000,10/23/2015 01:03:07 AM +0000,-6.41105,35.8658,"(-6.41105, 35.8658)",1,,,,,
104,"Tanzania, United Republic of",Other,Gravity Other,unknown,,Not recorded,Unknown,,Status:Not recorded|Quantity:Not recorded|Quality:Not recorded,WA,Dodoma,Dodoma Rural,wpdx-00000104,08/04/2005 12:00:00 AM +0000,TZ,,http://www.dropbox.com/s/50779gal9v4z4y6/TZ%20waterpointmapping%2016_02_10%20v3_raw.xlsx?dl=0,,,"""#water_tech, #country_id, #data_lnk""",10/23/2015 01:03:07 AM +0000,10/23/2015 01:03:07 AM +0000,-6.41101,35.8705,"(-6.41101, 35.8705)",1,,,,,
105,"Tanzania, United Republic of",Shallow well,Nira/Tanira Hand pump,no,,Not recorded,CMSR,2000,Status:Not functional|Quantity:Insufficient|Quality:Soft,WA,Dodoma,Dodoma Rural,wpdx-00000105,07/30/2005 12:00:00 AM +0000,TZ,,http://www.dropbox.com/s/50779gal9v4z4y6/TZ%20waterpointmapping%2016_02_10%20v3_raw.xlsx?dl=0,,,"""#water_tech, #country_id, #data_lnk""",10/23/2015 01:03:07 AM +0000,10/23/2015 01:03:07 AM +0000,-6.2005,36.2168,"(-6.2005, 36.2168)",1,,,,,
106,"Tanzania, United Republic of",Machine-drilled borehole,None Hand pump,no,,Not recorded,Local government,1974,Status:Not functional|Quantity:Insufficient|Quality:Soft,WA,Dodoma,Dodoma Rural,wpdx-00000106,07/30/2005 12:00:00 AM +0000,TZ,,http://www.dropbox.com/s/50779gal9v4z4y6/TZ%20waterpointmapping%2016_02_10%20v3_raw.xlsx?dl=0,,,"""#water_tech, #country_id, #data_lnk""",10/23/2015 01:03:07 AM +0000,10/23/2015 01:03:07 AM +0000,-6.2002,36.2117,"(-6.2002, 36.2117)",1,,,,,
107,"Tanzania, United Republic of",Dam,Other Dam,yes,,Not recorded,Local government,1967,Status:Functional|Quantity:Not recorded|Quality:Coloured,WA,Dodoma,Dodoma Rural,wpdx-00000107,07/30/2005 12:00:00 AM +0000,TZ,,http://www.dropbox.com/s/50779gal9v4z4y6/TZ%20waterpointmapping%2016_02_10%20v3_raw.xlsx?dl=0,,,"""#water_tech, #country_id, #data_lnk""",10/23/2015 01:03:07 AM +0000,10/23/2015 01:03:07 AM +0000,-6.18191,36.2275,"(-6.18191, 36.2275)",1,,,,,
108,"Tanzania, United Republic of",Shallow well,Nira/Tanira Hand pump,yes,,Not recorded,Local government,1997,Status:Functional|Quantity:Enough|Quality:Soft,WA,Dodoma,Dodoma Rural,wpdx-00000108,07/30/2005 12:00:00 AM +0000,TZ,,http://www.dropbox.com/s/50779gal9v4z4y6/TZ%20waterpointmapping%2016_02_10%20v3_raw.xlsx?dl=0,,,"""#water_tech, #country_id, #data_lnk""",10/23/2015 01:03:07 AM +0000,10/23/2015 01:03:07 AM +0000,-6.17616,36.231,"(-6.17616, 36.231)",1,,,,,
109,"Tanzania, United Republic of",Machine-drilled borehole,Mono Cattle trough,no,,Not recorded,Local government,1966,Status:Not functional|Reason Not Functioning:Under repair|Quantity:Not recorded|Quality:Not recorded,WA,Dodoma,Dodoma Rural,wpdx-00000109,07/30/2005 12:00:00 AM +0000,TZ,,http://www.dropbox.com/s/50779gal9v4z4y6/TZ%20waterpointmapping%2016_02_10%20v3_raw.xlsx?dl=0,,,"""#water_tech, #country_id, #data_lnk""",10/23/2015 01:03:07 AM +0000,10/23/2015 01:03:07 AM +0000,-6.17577,36.2316,"(-6.17577, 36.2316)",1,,,,,
110,"Tanzania, United Republic of",Machine-drilled borehole,Mono Communal standpipe multiple,no,,Not recorded,WAMMA,2005,Status:Not functional|Reason Not Functioning:Under repair|Quantity:Not recorded|Quality:Not recorded,WA,Dodoma,Dodoma Rural,wpdx-00000110,07/30/2005 12:00:00 AM +0000,TZ,,http://www.dropbox.com/s/50779gal9v4z4y6/TZ%20waterpointmapping%2016_02_10%20v3_raw.xlsx?dl=0,,,"""#water_tech, #country_id, #data_lnk""",10/23/2015 01:03:07 AM +0000,10/23/2015 01:03:07 AM +0000,-6.17572,36.2314,"(-6.17572, 36.2314)",1,,,,,
111,"Tanzania, United Republic of",Machine-drilled borehole,Mono Communal standpipe multiple,no,,Not recorded,Local government,1966,Status:Not functional|Quantity:Insufficient|Quality:Soft,WA,Dodoma,Dodoma Rural,wpdx-00000111,07/30/2005 12:00:00 AM +0000,TZ,,http://www.dropbox.com/s/50779gal9v4z4y6/TZ%20waterpointmapping%2016_02_10%20v3_raw.xlsx?dl=0,,,"""#water_tech, #country_id, #data_lnk""",10/23/2015 01:03:07 AM +0000,10/23/2015 01:03:07 AM +0000,-6.16765,36.2267,"(-6.16765, 36.2267)",1,,,,,
184,Somalia,Drilledwell,,no,,,,2006,None,FAO - Somalia Water and Land Information Management,Mudug,Galkayo,wpdx-00000184,11/07/2006 12:00:00 AM +0000,SO,Galkayo Education Centre,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,6.81375,47.4274,"(6.81375, 47.4274)",1,,,,,
185,Somalia,Drilledwell,LAWARA,yes,,,,2006,Poor,FAO - Somalia Water and Land Information Management,Mudug,Galkayo,wpdx-00000185,11/12/2006 12:00:00 AM +0000,SO,Harfu Borehole1,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,7.35547,47.6261,"(7.35547, 47.6261)",1,,,,,
186,Somalia,Drilledwell,Diesel,yes,,,,,Fair,FAO - Somalia Water and Land Information Management,Togdheer,Burco,wpdx-00000186,11/10/2006 12:00:00 AM +0000,SO,B.Water Agency 3,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,9.54694,45.5189,"(9.54694, 45.5189)",1,,,,,
187,Somalia,Drilledwell,Diesel,yes,,,,,,FAO - Somalia Water and Land Information Management,Togdheer,Burco,wpdx-00000187,11/10/2006 12:00:00 AM +0000,SO,Buqleeya,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,9.52,45.5358,"(9.52, 45.5358)",1,,,,,
188,Somalia,Drilledwell,Diesel,yes,,,,,,FAO - Somalia Water and Land Information Management,Togdheer,Burco,wpdx-00000188,11/10/2006 12:00:00 AM +0000,SO,Buqleeya 1,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,9.52,45.5356,"(9.52, 45.5356)",1,,,,,
189,Somalia,Drilledwell,Diesel,yes,,,,,,FAO - Somalia Water and Land Information Management,Togdheer,Burco,wpdx-00000189,10/10/2006 12:00:00 AM +0000,SO,Buroa Warer Agency,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,9.54694,45.5256,"(9.54694, 45.5256)",1,,,,,
190,Somalia,Drilledwell,Diesel,yes,,,,,,FAO - Somalia Water and Land Information Management,Togdheer,Burco,wpdx-00000190,11/10/2006 12:00:00 AM +0000,SO,Bustale,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,9.52194,45.5744,"(9.52194, 45.5744)",1,,,,,
191,Somalia,Drilledwell,Diesel,yes,,,,,Good,FAO - Somalia Water and Land Information Management,Awdal,Baki,wpdx-00000191,11/10/2006 12:00:00 AM +0000,SO,Della,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,9.7525,43.3411,"(9.7525, 43.3411)",1,,,,,
192,Somalia,Drilledwell,Diesel,yes,,,,,,FAO - Somalia Water and Land Information Management,Awdal,Zeylac,wpdx-00000192,06/10/2006 12:00:00 AM +0000,SO,Elgal,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,10.8817,43.3417,"(10.8817, 43.3417)",1,,,,,
193,Somalia,Drilledwell,Diesel,yes,,,,,Good,FAO - Somalia Water and Land Information Management,Togdheer,Burco,wpdx-00000193,11/10/2006 12:00:00 AM +0000,SO,Factory Meet in Burao,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,9.50222,45.4194,"(9.50222, 45.4194)",1,,,,,
194,Somalia,Drilledwell,Granfoss Diesel,no,,,,,Poor,FAO - Somalia Water and Land Information Management,Woqooyi Galbeed,Gebiley,wpdx-00000194,09/10/2006 12:00:00 AM +0000,SO,Ged-baladh,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,9.49083,43.4333,"(9.49083, 43.4333)",1,,,,,
195,Somalia,Drilledwell,Diesel,yes,,,,,,FAO - Somalia Water and Land Information Management,Togdheer,Burco,wpdx-00000195,11/10/2006 12:00:00 AM +0000,SO,Jaaliyada (B.W.A),http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,9.53611,45.5483,"(9.53611, 45.5483)",1,,,,,
196,Somalia,Drilledwell,Yanmar Diesel,yes,,,,,Good,FAO - Somalia Water and Land Information Management,Awdal,Zeylac,wpdx-00000196,06/10/2006 12:00:00 AM +0000,SO,Jidhi,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,10.5475,43.075000000000003,"(10.5475, 43.075)",1,,,,,
197,Somalia,Drilledwell,Sumata Diesel,yes,,,,,Fair,FAO - Somalia Water and Land Information Management,Woqooyi Galbeed,Berbera,wpdx-00000197,06/10/2006 12:00:00 AM +0000,SO,Jiifto,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,10.3308,44.9514,"(10.3308, 44.9514)",1,,,,,
198,Somalia,Drilledwell,Diesel,yes,,,,,,FAO - Somalia Water and Land Information Management,Togdheer,Burco,wpdx-00000198,11/10/2006 12:00:00 AM +0000,SO,Kabadhere,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,9.47694,45.4464,"(9.47694, 45.4464)",1,,,,,
199,Somalia,Drilledwell,Granfoss Diesel,yes,,,,,Good,FAO - Somalia Water and Land Information Management,Awdal,Lughaye,wpdx-00000199,06/10/2006 12:00:00 AM +0000,SO,Kalawle,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,10.5531,43.8531,"(10.5531, 43.8531)",1,,,,,
200,Somalia,Drilledwell,,yes,,,,,Fair,FAO - Somalia Water and Land Information Management,Awdal,Lughaye,wpdx-00000200,06/10/2006 12:00:00 AM +0000,SO,Karuure,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,10.7503,43.5972,"(10.7503, 43.5972)",1,,,,,
201,Somalia,Drilledwell,Diesel,yes,,,,,,FAO - Somalia Water and Land Information Management,Togdheer,Burco,wpdx-00000201,11/10/2006 12:00:00 AM +0000,SO,Mandeq Co.,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,9.5125,45.4742,"(9.5125, 45.4742)",1,,,,,
202,Somalia,Drilledwell,Fankaline Diesel,yes,,,,,,FAO - Somalia Water and Land Information Management,Togdheer,Burco,wpdx-00000202,10/10/2006 12:00:00 AM +0000,SO,Qabri-huluul,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,8.9525,46.3617,"(8.9525, 46.3617)",1,,,,,
203,Somalia,Drilledwell,Granfoss Diesel,yes,,,,,,FAO - Somalia Water and Land Information Management,Woqooyi Galbeed,Gebiley,wpdx-00000203,09/10/2006 12:00:00 AM +0000,SO,Qalah,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,9.52861,43.5164,"(9.52861, 43.5164)",1,,,,,
204,Somalia,Drilledwell,MONO pump Diesel,yes,,,,,Good,FAO - Somalia Water and Land Information Management,Awdal,Borama,wpdx-00000204,06/10/2006 12:00:00 AM +0000,SO,qulunjeed,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,10.091100000000001,43.018599999999999,"(10.0911, 43.0186)",1,,,,,
205,Somalia,Drilledwell,Diesel,yes,,,,,,FAO - Somalia Water and Land Information Management,Woqooyi Galbeed,Berbera,wpdx-00000205,09/10/2006 12:00:00 AM +0000,SO,Sahil,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,10.1386,45.1694,"(10.1386, 45.1694)",1,,,,,
206,Somalia,Drilledwell,Granfoss Diesel,yes,,,,,Good,FAO - Somalia Water and Land Information Management,Togdheer,Sheikh,wpdx-00000206,09/10/2006 12:00:00 AM +0000,SO,sheikh 1,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,9.83833,45.2281,"(9.83833, 45.2281)",1,,,,,
207,Somalia,Drilledwell,Granfoss Diesel,yes,,,,,,FAO - Somalia Water and Land Information Management,Togdheer,Burco,wpdx-00000207,10/10/2006 12:00:00 AM +0000,SO,Sulman-Kulul,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,9.54861,45.1889,"(9.54861, 45.1889)",1,,,,,
208,Somalia,Drilledwell,Diesel,yes,,,,,,FAO - Somalia Water and Land Information Management,Togdheer,Burco,wpdx-00000208,11/10/2006 12:00:00 AM +0000,SO,Wadamo-goo,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,8.93611,46.3192,"(8.93611, 46.3192)",1,,,,,
209,Somalia,,Dugwell Afridan,yes,Community Management,,,,,FAO - Somalia Water and Land Information Management,Lower Shabele,Kurtun Waarey,wpdx-00000209,01/19/2006 12:00:00 AM +0000,SO,Ambarrey1,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,1.52711,44.4114,"(1.52711, 44.4114)",1,,,,,
210,Somalia,,Dugwell,yes,Community Management,,,,,FAO - Somalia Water and Land Information Management,Lower Shabele,Kurtun Waarey,wpdx-00000210,01/19/2006 12:00:00 AM +0000,SO,Ambarrey2,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,1.52829,44.4114,"(1.52829, 44.4114)",1,,,,,
211,Somalia,,Dugwell Afridan,yes,Community Management,,,,,FAO - Somalia Water and Land Information Management,Lower Shabele,Kurtun Waarey,wpdx-00000211,01/19/2006 12:00:00 AM +0000,SO,Dacaraha,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,1.55632,41.3752,"(1.55632, 41.3752)",1,,,,,
212,Somalia,,Dugwell Afridan,yes,Community Management,,,,,FAO - Somalia Water and Land Information Management,Lower Shabele,Kurtun Waarey,wpdx-00000212,01/20/2006 12:00:00 AM +0000,SO,Busley,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,1.57034,44.4489,"(1.57034, 44.4489)",1,,,,,
213,Somalia,,Dugwell Afridan,yes,Community Management,,,,,FAO - Somalia Water and Land Information Management,Lower Shabele,Kurtun Waarey,wpdx-00000213,01/27/2006 12:00:00 AM +0000,SO,Busley 2,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,1.57087,44.4485,"(1.57087, 44.4485)",1,,,,,
214,Somalia,,Dugwell,yes,Community Management,,,,,FAO - Somalia Water and Land Information Management,Lower Shabele,Kurtun Waarey,wpdx-00000214,01/20/2006 12:00:00 AM +0000,SO,Kurtunwarey Farm,http://www.dropbox.com/s/1xe0iy58e8xqgxw/SWIMS_Essential_Information_Report_July07-raw.xls?dl=0,,,"#country_id, #data_lnk, #source, #water_tech, #instal_year",10/23/2015 01:03:09 AM +0000,10/23/2015 01:03:09 AM +0000,1.60142,44.3414,"(1.60142, 44.3414)",1,,,,,
